Lost,Total Datagrams,Loss Rate (%)
0,70024,0
0,70027,0
0,70048,0
0,69800,0
0,70239,0
1151,70034,1.644302159
-1151,70016,-1.643909963
0,70040,0
0,70004,0
0,70033,0
0,70034,0
0,70017,0
0,70042,0
0,70027,0
0,70033,0
0,70009,0
0,70029,0
0,70041,0
0,70037,0
0,70040,0
1202,69975,1.718335737
-1202,70044,-1.716064188
8,70032,0.011424654
-8,70056,-0.011419436
0,70030,0
7,70017,0.011423349
-7,70042,-0.009994004
0,70002,0
0,70022,0
0,70039,0
8,70024,0.011424654
-8,70053,-0.011419925
0,70001,0
0,70026,0
0,70017,0
1208,70053,1.724433278
-1208,70017,-1.725295285
0,70049,0
0,69996,0
0,70062,0
0,70012,0
0,70030,0
8,70043,0.011423349
-8,70021,-0.011425144
0,70032,0
0,70008,0
0,70048,0
0,70038,0
0,70016,0
0,70007,0
1201,70028,1.716113189
-1201,70055,-1.714367283
7,70012,0.011424654
-7,70054,-0.009992292
0,69993,0
0,70008,0
0,70063,0
0,70027,0
0,70030,0
0,69715,0
0,69722,0
0,70630,0
0,70063,0
0,70008,0
0,70020,0
1189,70038,1.69873214
-1189,70021,-1.69806201
0,70040,0
0,70014,0
0,70040,0
0,70029,0
0,70006,0
0,70060,0
0,70007,0
0,70036,0
0,70014,0
0,70030,0
0,70047,0
0,70020,0
0,70024,0
1198,70035,1.71189184
-1198,70005,-1.711306335
0,70028,0
7,70007,0.011423349
-7,70047,-0.00999329
0,70030,0
0,70029,0
0,70035,0
0,70024,0
0,70010,0
0,70048,0
0,70008,0
0,70059,0
0,69974,0
0,70062,0
1231,70017,1.758468728
-1231,70045,-1.757441645
0,70018,0
0,70043,0
0,70030,0
0,70008,0
0,70040,0
0,70045,0
0,70014,0
0,70014,0
0,70074,0
0,70035,0
0,70004,0
0,69988,0
0,70056,0
1214,70038,1.734128797
-1214,70035,-1.733419005
0,70049,0
0,69987,0
0,70024,0
0,70059,0
0,70008,0
0,70039,0
0,70010,0
0,70047,0
0,70007,0
0,70061,0
0,70006,0
0,70045,0
0,69991,0
1202,70027,1.717506379
-1202,70020,-1.716652385
0,69969,0
0,70141,0
0,69952,0
0,70076,0
0,70027,0
0,70044,0
0,70015,0
0,70039,0
0,70038,0
0,70012,0
0,70014,0
0,70038,0
0,70026,0
1200,70016,1.714989983
-1200,70019,-1.713820534
0,70056,0
0,70007,0
0,70061,0
0,70008,0
0,70009,0
0,70035,0
0,70050,0
0,69998,0
0,70034,0
0,70021,0
0,70052,0
0,70032,0
0,70023,0
1219,70046,1.741080355
-1219,70000,-1.741428571
0,70049,0
0,70038,0
0,70020,0
0,70033,0
0,70043,0
0,69990,0
0,70037,0
0,70053,0
0,70016,0
0,70000,0
0,70068,0
0,70007,0
0,69997,0
1199,70081,1.711414665
-1199,69988,-1.713150826
0,70040,0
0,70042,0
0,70004,0
0,70041,0
0,70030,0
0,70037,0
0,70014,0
0,70013,0
0,70044,0
0,70043,0
0,70034,0
0,70028,0
0,70022,0
1207,70022,1.724269256
-1207,70008,-1.724088676
0,70048,0
0,70014,0
0,70064,0
0,70001,0
0,70004,0
0,70062,0
0,69995,0
0,70069,0
0,69998,0
0,70019,0
0,70050,0
0,70029,0
0,70007,0
1208,70052,1.725196727
-1208,70018,-1.725270645
0,70015,0
0,70036,0
0,70056,0
0,70035,0
0,69999,0
0,70064,0
0,70008,0
0,70041,0
0,70034,0
0,70013,0
0,69998,0
0,70054,0
0,70032,0
1210,70041,1.727608904
-1210,70015,-1.7282011
0,70048,0
0,69989,0
0,70040,0
0,70037,0
0,70029,0
8,70028,0.011424654
-8,70038,-0.011422371
0,70021,0
0,70017,0
0,70033,0
0,70035,0
0,70010,0
0,70025,0
1279,70048,1.826040596
-1279,70014,-1.826777502
0,70047,0
0,70029,0
0,70012,0
0,70024,0
0,70006,0
0,70070,0
0,70012,0
0,70016,0
0,69277,0
0,70807,0
0,70031,0
0,70016,0
0,70021,0
1208,70015,1.726166561
-1208,70036,-1.724827232
0,70028,0
0,70039,0
0,70015,0
0,70041,0
0,70008,0
0,70011,0
0,70066,0
0,70020,0
0,70021,0
0,70032,0
0,70048,0
0,70005,0
0,69992,0
2000,70059,2.855227691
-2000,70016,-2.856489945
0,70023,0
0,70034,0
0,70046,0
0,70020,0
0,70067,0
0,70004,0
0,70023,0
0,70021,0
0,70026,0
0,70028,0
0,70054,0
0,70015,0
0,70046,0
1765,70015,2.522012848
-1765,70022,-2.520636371
0,70053,0
0,69985,0
0,70071,0
0,70023,0
0,70013,0
0,70034,0
0,70029,0
0,70038,0
0,70030,0
0,70033,0
0,70027,0
0,70019,0
0,69988,0
1782,70025,2.54555313
-1782,70064,-2.543388902
0,70003,0
0,70055,0
0,70030,0
0,70010,0
7,70009,0.011424654
-7,70045,-0.009993576
0,70055,0
0,70045,0
0,70006,0
0,70038,0
0,70018,0
0,69995,0
0,70021,0
1710,70064,2.440667673
-1710,70035,-2.441636325
0,69987,0
0,70024,0
0,70050,0
0,70023,0
0,70047,0
0,69995,0
0,70057,0
0,70014,0
0,70046,0
0,70017,0
0,70052,0
0,69992,0
0,70037,0
1655,70034,2.364530607
-1655,70004,-2.36415062
0,70047,0
0,70015,0
0,70037,0
0,70006,0
0,70073,0
0,70039,0
0,70002,0
0,70034,0
0,70034,0
0,70010,0
0,70006,0
0,70026,0
0,70065,0
1716,70032,2.450469982
-1716,70011,-2.451043407
0,70036,0
0,70002,0
0,70040,0
0,70036,0
0,70028,0
0,70026,0
0,70054,0
0,70022,0
0,70029,0
0,70022,0
0,70035,0
0,70029,0
0,70023,0
1083,70052,1.546574934
-1083,70007,-1.546988158
0,70024,0
0,70047,0
0,70032,0
0,70008,0
0,70023,0
0,70001,0
0,70035,0
0,70036,0
0,70022,0
0,70045,0
0,70017,0
0,70035,0
0,70062,0
1208,70004,1.726353667
-1208,70038,-1.724777978
0,70000,0
0,70034,0
0,70046,0
0,69989,0
0,70072,0
7,70001,0.011424654
-7,70010,-0.009998572
0,70044,0
0,70030,0
0,70031,0
0,70054,0
0,69962,0
0,70077,0
1889,70023,2.69853324
-1889,70020,-2.697800628
0,70021,0
0,70028,0
0,70017,0
0,70042,0
0,70037,0
0,70017,0
0,70031,0
0,70047,0
0,70016,0
0,70023,0
0,70034,0
0,70005,0
0,70061,0
2234,70020,3.191544947
-2234,70033,-3.18992475
0,70036,0
0,70006,0
0,70036,0
0,70037,0
0,70021,0
0,69989,0
0,70050,0
0,70053,0
0,69999,0
0,70067,0
0,70005,0
0,70021,0
0,70062,0
2270,70020,3.242746113
-2270,69994,-3.243135126
0,70063,0
0,70010,0
0,70015,0
0,70019,0
0,70035,0
0,70056,0
0,70021,0
0,70050,0
0,70014,0
0,70008,0
8,70070,0.011424654
-8,70003,-0.011428082
0,70039,0
1572,70025,2.245289726
-1572,70026,-2.244880473
7,70021,0.011419436
-7,70052,-0.009992577
0,69988,0
0,70041,0
8,70047,0.011424654
-8,70026,-0.011424328
0,70030,0
0,70023,0
0,70015,0
8,70039,0.011424654
-8,70024,-0.011424654
0,70002,0
0,70050,0
1197,70014,1.710511916
-1197,70018,-1.709560399
0,70036,0
0,70025,0
0,70050,0
0,69993,0
0,70068,0
0,70012,0
0,70008,0
0,70054,0
15,70047,0.022838872
-15,70001,-0.021428265
0,70031,0
0,70010,0
0,70047,0
1213,70048,1.732745123
-1213,70009,-1.732634376
0,70000,0
0,70052,0
0,70000,0
0,70078,0
0,70018,0
0,70027,0
0,70025,0
0,70023,0
0,70038,0
0,70036,0
0,70017,0
0,70013,0
0,70025,0
1213,70027,1.733245767
-1213,70046,-1.731719156
0,69982,0
8,70079,0.011423349
-8,70021,-0.011425144
7,69990,0.01142596
-7,70054,-0.009992292
0,70033,0
0,70052,0
0,69660,0
0,70380,0
0,70047,0
0,70039,0
0,69987,0
0,70031,0
1209,70053,1.727036746
-1209,70010,-1.726896158
0,70023,0
0,70043,0
0,70007,0
16,70060,0.022844089
-16,70032,-0.022846699
0,69998,0
0,70061,0
0,70026,0
0,69997,0
0,70054,0
0,70021,0
0,70020,0
0,70047,0
1207,70029,1.724023038
-1207,69992,-1.724482798
0,70044,0
0,70042,0
0,70042,0
0,69979,0
0,70059,0
0,70025,0
0,70025,0
8,70032,0.011424654
-8,70019,-0.01142547
0,70052,0
0,69996,0
0,70023,0
0,70071,0
1206,69981,1.723620889
-1206,70041,-1.721848632
0,70055,0
0,70013,0
0,70004,0
0,70048,0
0,70034,0
0,70025,0
0,70022,0
0,70048,0
0,70002,0
16,70035,0.022846699
-16,70053,-0.02283985
0,70013,0
0,70013,0
1209,70027,1.727650985
-1209,70051,-1.725885426
0,70031,0
0,70020,0
0,70038,0
0,69983,0
0,70067,0
0,70025,0
0,70022,0
0,70015,0
0,70053,0
7,70012,0.011423349
-7,70047,-0.00999329
0,70005,0
0,70037,0
1196,70028,1.708315484
-1196,70038,-1.707644422
0,69992,0
24,70061,0.034277879
-24,70014,-0.034278859
0,70051,0
0,70007,0
0,70025,0
0,70041,0
0,70027,0
0,70013,0
0,70045,0
7,70036,0.01142074
-7,69979,-0.010003001
0,70058,0
1192,70035,1.703374871
-1192,70037,-1.701957537
0,70034,0
0,70004,0
0,70021,0
0,70052,0
0,70018,0
0,70016,0
0,70049,0
0,70023,0
0,70025,0
0,70025,0
16,70040,0.022846699
-16,69626,-0.022979921
0,70409,0
1237,70061,1.766717144
-1237,70001,-1.767117613
0,70025,0
0,70052,0
8,70042,0.011424654
-8,70014,-0.011426286
0,70006,0
7,70028,0.011423349
-7,70016,-0.009997715
0,70061,0
0,70027,0
0,69982,0
0,70050,0
0,70045,0
0,70027,0
1211,70037,1.73030316
-1211,70026,-1.729357667
0,70000,0
8,70054,0.011423349
-8,69989,-0.011430368
0,70039,0
0,70061,0
8,70023,0.01142596
-8,70011,-0.011426776
7,70014,0.011424654
-7,70048,-0.009993148
0,70043,0
0,70029,0
0,70023,0
0,69991,0
1204,70049,1.719591829
-1204,70041,-1.718993161
0,69989,0
0,70036,0
0,70061,0
0,70003,0
0,70043,0
0,70018,0
0,70050,0
0,70015,0
0,70041,0
0,70002,0
0,70023,0
0,70035,0
0,70022,0
1200,70027,1.714367283
-1200,70033,-1.713477932
0,70030,0
0,70020,0
0,70000,0
0,70062,0
0,70023,0
0,70019,0
0,70037,0
0,70056,0
0,70005,0
0,70018,0
0,69365,0
0,69957,0
0,70786,0
1219,70024,1.741954532
-1219,70048,-1.740235267
0,70039,0
0,69966,0
0,70048,0
0,70009,0
0,70063,0
0,70029,0
0,70036,0
0,70016,0
0,70023,0
0,70046,0
0,70004,0
0,70022,0
0,70048,0
1192,69970,1.703833864
-1192,70104,-1.700330937
0,70004,0
0,70048,0
0,70017,0
0,70002,0
0,70027,0
0,70076,0
0,70003,0
0,70051,0
0,70008,0
7,70007,0.011423349
-7,70072,-0.009989725
0,69993,0
0,70052,0
1206,70021,1.722480753
-1206,70039,-1.7218978
0,70013,0
0,70043,0
0,70029,0
0,70008,0
0,70022,0
0,70040,0
0,70010,0
0,70064,0
0,70026,0
0,70004,0
0,70027,0
0,70050,0
0,70003,0
1205,70037,1.72077118
-1205,70014,-1.721084355
0,70034,0
0,70032,0
0,70029,0
0,70042,0
0,70010,0
0,70042,0
0,70046,0
0,69997,0
0,70020,0
0,70036,0
0,70045,0
0,70032,0
0,69993,0
1316,70063,1.87949696
-1316,70011,-1.879704618
7,70022,0.011422045
-7,70052,-0.009992577
0,70011,0
7,69947,0.011428571
-7,70123,-0.009982459
0,70020,0
0,70036,0
0,70013,0
0,70043,0
0,69999,0
0,70031,0
0,70057,0
0,70031,0
1201,70022,1.715955771
-1201,70029,-1.715003784
0,70025,0
0,69996,0
0,70059,0
7,70030,0.011423349
-7,70039,-0.009994432
0,70030,0
0,70034,0
0,70013,0
0,70019,0
0,70023,0
0,70044,0
7,70026,0.011422045
-7,70035,-0.009995002
1216,70017,1.737905567
-1216,70011,-1.73686992
0,70058,0
0,69996,0
0,70037,0
0,70035,0
0,70021,0
0,70018,0
0,70027,0
0,70035,0
0,70050,0
8,70017,0.01142596
-8,70012,-0.011426613
0,70032,0
0,70057,0
1194,70017,1.70605736
-1194,70003,-1.705641187
0,70035,0
0,70053,0
0,70011,0
8,70051,0.011422045
-8,69990,-0.011430204
8,70052,0.011423349
-8,70017,-0.011425797
0,69571,0
0,70502,0
0,70045,0
0,70003,0
0,70035,0
0,70025,0
1280,70049,1.828550088
-1280,70012,-1.828258013
0,70010,0
0,70037,0
8,70036,0.011423349
-8,70017,-0.011425797
0,70040,0
0,70019,0
0,70028,0
0,70025,0
0,70031,0
0,70022,0
0,70062,0
0,70011,0
0,69988,0
2234,70046,3.190132867
-2234,70047,-3.189287193
0,69996,0
0,70063,0
8,70019,0.01142596
-8,70039,-0.011422208
8,70032,0.011424654
-8,70021,-0.011425144
0,70022,0
7,70033,0.011422045
-7,70014,-0.009998
0,70013,0
0,70053,0
0,70036,0
0,70021,0
1193,70004,1.705118687
-1193,70045,-1.703190806
0,70039,0
0,70037,0
0,70025,0
0,70031,0
0,69987,0
0,70038,0
0,70055,0
0,69996,0
0,70078,0
0,69995,0
0,70019,0
0,70042,0
0,70019,0
1205,70036,1.721618521
-1205,70022,-1.720887721
0,70042,0
0,70029,0
0,69991,0
0,70063,0
0,70027,0
0,70024,0
0,70008,0
0,70037,0
0,70052,0
0,70024,0
0,70016,0
0,70046,0
0,70001,0
1207,70053,1.723776889
-1207,70031,-1.72352244
0,70024,0
0,70025,0
0,70037,0
0,70010,0
0,70023,0
0,70024,0
0,70017,0
0,70043,0
0,70046,0
0,70016,0
7,70015,0.011424654
-7,70029,-0.009995859
0,70027,0
1688,70035,2.411124604
-1688,70006,-2.411221895
0,70070,0
0,70008,0
0,70038,0
0,70010,0
0,70042,0
0,70032,0
0,70030,0
0,70027,0
0,70036,0
0,70000,0
0,70022,0
8,70040,0.011423349
-8,70061,-0.011418621
1125,69996,1.608320073
-1125,70015,-1.606798543
0,70049,0
7,70006,0.011423349
-7,70067,-0.009990438
0,70014,0
0,70032,0
0,70027,0
0,70027,0
0,70024,0
0,70039,0
0,70015,0
0,70015,0
0,70045,0
0,70040,0
1201,70018,1.715945341
-1201,70006,-1.715567237
0,70046,0
0,70010,0
0,70055,0
0,70015,0
0,70054,0
7,70003,0.01142596
-7,70047,-0.00999329
0,70015,0
0,70032,0
0,70034,0
0,70034,0
0,70016,0
0,70017,0
1207,70039,1.724006662
-1207,70025,-1.723670118
0,70042,0
0,70000,0
0,70046,0
0,70041,0
0,69983,0
0,70047,0
0,70040,0
0,70021,0
0,70035,0
0,70012,0
0,70060,0
0,70008,0
0,70032,0
1204,70030,1.720175301
-1204,70026,-1.71936138
0,70022,0
8,70042,0.011423349
-8,70030,-0.011423676
0,69996,0
0,70040,0
0,70037,0
0,70008,0
0,70064,0
0,70024,0
0,70001,0
0,70043,0
0,70014,0
0,70053,0
1191,70022,1.70096218
-1191,70013,-1.701112651
0,70019,0
0,70032,0
0,70034,0
0,70060,0
0,70002,0
0,70032,0
0,70010,0
0,70032,0
0,70051,0
0,70029,0
0,70025,0
0,70005,0
0,70062,0
1195,70017,1.707937867
-1195,70030,-1.706411538
0,70023,0
0,70025,0
0,70028,0
0,70018,0
0,70032,0
0,70048,0
0,70021,0
0,70021,0
0,70037,0
0,70038,0
0,70018,0
0,70011,0
0,70040,0
1205,70019,1.721059773
-1205,70024,-1.72083857
0,70052,0
0,70013,0
0,70028,0
0,70038,0
0,69995,0
0,70062,0
0,70004,0
0,70060,0
0,69999,0
0,70030,0
0,70021,0
0,70022,0
0,70065,0
1205,70018,1.721446453
-1205,70029,-1.720715703
0,70011,0
0,70035,0
7,70024,0.011423349
-7,70034,-0.009995145
0,70040,0
7,70014,0.011424654
-7,70050,-0.009992862
0,70008,0
0,70020,0
0,70049,0
0,70016,0
0,70028,0
0,70036,0
1193,70038,1.703677258
-1193,69994,-1.704431808
0,70049,0
0,70035,0
0,70024,0
0,70033,0
0,70017,0
0,70026,0
0,70030,0
0,70001,0
0,70038,0
0,70042,0
0,70021,0
0,70039,0
0,70044,0
1195,70034,1.706375515
-1195,69992,-1.707337981
0,70049,0
0,70022,0
0,70036,0
0,70001,0
0,70042,0
0,69956,0
0,70083,0
0,70066,0
0,70021,0
0,70006,0
0,70041,0
0,70025,0
0,70033,0
1063,70018,1.518763293
-1063,70053,-1.517422523
0,70011,0
0,70026,0
0,70051,0
0,70022,0
0,70029,0
0,70005,0
0,70021,0
0,70024,0
0,70048,0
0,70026,0
0,70031,0
0,70017,0
0,70062,0
2320,70012,3.315059106
-2320,70003,-3.31414368
0,70055,0
0,70015,0
0,70037,0
0,70031,0
0,70021,0
0,70011,0
0,70040,0
0,70036,0
0,70020,0
0,70033,0
0,70010,0
0,70034,0
0,70048,0
1200,70013,1.714282995
-1200,70030,-1.713551335
0,70012,0
0,70030,0
0,70038,0
8,70025,0.011424654
-8,70027,-0.011424165
0,70048,0
0,70030,0
0,70046,0
0,70016,0
0,70039,0
0,70013,0
0,70011,0
0,70014,0
1203,70064,1.717712572
-1203,69997,-1.718645085
0,70070,0
0,69984,0
0,70048,0
0,70015,0
8,70042,0.011424654
-8,70022,-0.011424981
0,70029,0
8,70023,0.011428571
-8,70022,-0.011424981
0,70031,0
0,70024,0
0,70020,0
0,70043,0
1205,70026,1.721658811
-1205,70024,-1.72083857
0,70032,0
23,70008,0.034270048
-23,70051,-0.032833222
0,70018,0
0,69999,0
0,70060,0
0,70044,0
0,70019,0
0,70031,0
0,70015,0
0,70017,0
0,70042,0
0,70043,0
1206,70013,1.723062566
-1206,70044,-1.721774884
0,70014,0
0,70025,0
0,70052,0
0,69997,0
0,70047,0
0,70046,0
0,70002,0
0,70034,0
0,70019,0
0,70023,0
0,70028,0
0,70038,0
0,70000,0
1195,70033,1.706471641
-1195,70053,-1.705851284
0,70044,0
0,69984,0
0,70057,0
0,70008,0
16,70047,0.022846699
-16,70007,-0.022854857
0,70008,0
0,70062,0
0,70012,0
0,70065,0
0,70021,0
7,69992,0.011424654
-7,70046,-0.009993433
1200,69996,1.714402599
-1200,70060,-1.712817585
0,70051,0
0,69963,0
0,70051,0
0,70050,0
16,70030,0.022849309
-16,70021,-0.022850288
8,70036,0.01142596
-8,70030,-0.011423676
0,70025,0
0,69289,0
0,70331,0
0,70469,0
0,70025,0
1198,69950,1.713477932
-1198,69980,-1.711917691
0,70165,0
0,70032,0
15,70005,0.022849309
-15,70048,-0.021413888
0,70028,0
0,70026,0
0,70018,0
0,70007,0
0,70053,0
0,70019,0
0,70058,0
0,70021,0
0,69993,0
1223,70043,1.7461927
-1223,70045,-1.746020415
0,70002,0
7,70024,0.01142074
-7,70062,-0.009991151
7,69977,0.011424654
-7,70093,-0.009986732
0,70027,0
0,70021,0
0,70004,0
0,70028,0
15,70047,0.022838872
-15,70005,-0.021427041
0,69995,0
0,70077,0
1201,70029,1.715150736
-1201,70006,-1.715567237
0,70022,0
0,70010,0
0,70066,0
0,70027,0
7,70035,0.011419436
-7,69974,-0.010003716
8,70090,0.011424654
-8,70028,-0.011424002
0,70000,0
0,70064,0
7,70033,0.01142074
-7,70004,-0.009999429
0,70049,0
1216,70012,1.738004816
-1216,70035,-1.73627472
0,70012,0
0,70055,0
0,70011,0
0,70032,0
0,70031,0
0,70016,0
0,70033,0
0,70028,0
0,70032,0
0,70049,0
0,69999,0
0,70032,0
0,70007,0
1204,70035,1.72054372
-1204,70034,-1.719164977
0,70023,0
8,70066,0.01142596
-8,69989,-0.011430368
0,70023,0
7,70030,0.011423349
-7,70070,-0.00999001
0,70012,0
0,70032,0
0,70039,0
0,70006,0
0,70030,0
0,70050,0
0,69998,0
1208,70057,1.725591029
-1208,70004,-1.725615679
7,70020,0.011423349
-7,70062,-0.009991151
7,69981,0.011422045
-7,70069,-0.009990153
0,70003,0
7,70018,0.011422045
-7,70021,-0.009997001
0,70034,0
0,70056,0
7,70012,0.011419436
-7,70050,-0.009992862
0,70022,0
0,70009,0
1655,70044,2.363681365
-1655,70030,-2.363272883
0,70013,0
0,70040,0
8,70031,0.011424654
-8,69997,-0.011429061
0,70051,0
0,70032,0
7,69995,0.011423349
-7,70057,-0.009991864
0,70006,0
0,70049,0
0,70013,0
0,70054,0
0,70030,0
1217,70019,1.73912218
-1217,70046,-1.737429689
0,70016,0
0,70025,0
0,70007,0
0,70020,0
8,70037,0.011423349
-8,70059,-0.011418947
0,70001,0
8,70051,0.011424654
-8,70023,-0.011424818
0,69998,0
0,70069,0
0,70017,0
0,70032,0
1203,70015,1.7192727
-1203,70040,-1.717589949
0,69997,0
0,70052,0
7,70010,0.011424654
-7,70044,-0.009993718
0,70008,0
0,70055,0
0,69994,0
0,70027,0
8,70033,0.011424654
-8,70034,-0.011423023
0,70041,0
0,70043,0
0,69985,0
1192,70050,1.703044924
-1192,70035,-1.70200614
0,70001,0
0,70046,0
0,70040,0
0,70025,0
8,70002,0.011429878
-8,70060,-0.011418784
0,70026,0
0,69873,0
0,70143,0
0,70013,0
8,70061,0.01142596
-8,70040,-0.011422045
0,70033,0
2238,69999,3.19814987
-2238,70066,-3.194131248
0,69994,0
0,70045,0
0,70017,0
0,70028,0
0,70038,0
0,70051,0
0,69996,0
0,69992,0
0,70076,0
0,70045,0
0,70023,0
0,70039,0
0,69999,0
1277,70019,1.824037393
-1277,70017,-1.823842781
0,70056,0
0,70033,0
0,70016,0
0,70035,0
0,70039,0
0,70011,0
0,70038,0
0,70047,0
0,70006,0
0,70033,0
0,70014,0
0,70026,0
0,70040,0
1198,70025,1.711207553
-1198,70033,-1.710622135
0,69998,0
0,70035,0
0,70036,0
0,70038,0
0,70039,0
0,70013,0
0,70023,0
0,70025,0
0,70040,0
0,70033,0
0,70036,0
0,70039,0
0,69655,0
1200,69980,1.71504962
-1200,70428,-1.70386778
0,70037,0
0,70028,0
0,70049,0
0,69998,0
0,70022,0
0,70057,0
0,70012,0
0,70049,0
0,70000,0
0,70031,0
0,70020,0
0,70027,0
0,70037,0
1216,70005,1.737370852
-1216,70057,-1.735729477
0,70036,0
0,69989,0
0,70069,0
0,69991,0
0,70063,0
0,70023,0
0,70004,0
0,70056,0
0,70018,0
0,70058,0
0,70004,0
0,70013,0
0,70058,0
1197,70023,1.710329074
-1197,70011,-1.709731328
0,70022,0
0,70050,0
0,70032,0
0,69994,0
0,70045,0
0,70041,0
0,70014,0
0,70012,0
0,70029,0
0,70054,0
0,70017,0
0,70016,0
0,70021,0
1198,70047,1.711037477
-1198,70041,-1.71042675
0,70010,0
0,70030,0
0,70041,0
0,69992,0
0,70071,0
0,70003,0
0,70018,0
0,70046,0
0,70034,0
0,69999,0
0,70063,0
0,70024,0
0,70054,0
1197,69989,1.711599731
-1197,70058,-1.708584316
0,70019,0
0,70005,0
0,70018,0
0,70018,0
0,70082,0
0,69977,0
0,70040,0
0,70010,0
0,70065,0
0,70025,0
0,70048,0
0,69995,0
0,70021,0
1206,70029,1.722751262
-1206,70031,-1.722094501
0,69986,0
0,70060,0
0,70030,0
0,70065,0
0,69993,0
0,70007,0
0,70058,0
0,70046,0
7,70016,0.011424654
-7,70009,-0.009998714
0,70030,0
0,70052,0
0,69990,0
1204,70084,1.71908176
-1204,70001,-1.719975429
0,70032,0
0,70039,0
0,70043,0
0,69998,0
0,70051,0
0,70040,0
0,69999,0
0,70009,0
0,70064,0
0,70009,0
0,70054,0
0,70038,0
0,69996,0
1209,70042,1.726928276
-1209,70015,-1.726772834
0,70030,0
0,70028,0
0,70030,0
0,70037,0
0,70018,0
0,70040,0
0,70023,0
0,70032,0
0,70027,0
0,70040,0
0,70021,0
0,70005,0
0,70049,0
1191,70030,1.701870391
-1191,70005,-1.701307049
0,70015,0
0,70064,0
0,70004,0
0,70030,0
8,70039,0.011424654
-8,70031,-0.011423512
0,70036,0
0,70011,0
0,70050,0
0,70006,0
0,70033,0
7,70035,0.011422045
-7,69997,-0.010000429
1202,70045,1.716235704
-1202,70015,-1.716774977
0,70024,0
0,70057,0
0,70037,0
0,70012,0
0,70006,0
8,70024,0.011424654
-8,70063,-0.011418295
0,70017,0
0,70033,0
0,70035,0
7,69984,0.01142074
-7,70052,-0.009992577
0,70055,0
1198,70036,1.710561395
-1198,70000,-1.711428571
0,70036,0
0,70019,0
0,70041,0
0,70005,0
0,70049,0
0,70035,0
0,70025,0
0,70003,0
0,70039,0
0,70046,0
0,70030,0
0,70003,0
0,70066,0
1195,69972,1.708962048
-1195,70064,-1.705583467
0,70006,0
0,70032,0
0,70020,0
0,70043,0
8,70047,0.011423349
-8,70041,-0.011421881
7,69975,0.011422045
-7,70048,-0.009993148
0,70032,0
0,70001,0
0,70047,0
0,70017,0
0,70017,0
1210,70049,1.728028334
-1210,70013,-1.728250468
0,70060,0
0,69985,0
0,70042,0
0,70034,0
8,70063,0.011424654
-8,69997,-0.011429061
0,70055,0
7,70031,0.011422045
-7,69989,-0.010001572
0,70062,0
0,70020,0
0,70016,0
0,70041,0
1212,70007,1.732096122
-1212,70040,-1.730439749
7,70014,0.011422045
-7,70016,-0.009997715
0,70074,0
0,70015,0
0,70039,0
0,70001,0
0,70024,0
0,70033,0
0,70054,0
0,70042,0
0,69992,0
0,70057,0
0,69999,0
1206,70049,1.722382407
-1206,70028,-1.722168276
0,70003,0
0,70039,0
0,70030,0
0,69992,0
0,70040,0
0,70044,0
0,70051,0
7,70013,0.011423349
-7,70032,-0.009995431
0,70009,0
0,70037,0
0,70034,0
0,70045,0
1206,70001,1.72363716
-1206,70051,-1.721602832
8,70035,0.011424654
-8,69997,-0.011429061
0,70032,0
0,70005,0
0,70040,0
0,70007,0
0,70036,0
0,70042,0
0,70058,0
0,70014,0
0,70033,0
0,70041,0
0,70014,0
1262,69998,1.80351278
-1262,70030,-1.802084821
0,70035,0
0,70035,0
0,70033,0
0,70053,0
0,70030,0
0,70018,0
0,70038,0
7,70016,0.01142074
-7,70038,-0.009994574
7,69993,0.011423349
-7,70048,-0.009993148
0,70020,0
0,70046,0
1197,70031,1.71031712
-1197,70015,-1.70963365
0,70031,0
0,70027,0
7,70024,0.011423349
-7,70047,-0.00999329
7,70029,0.01142074
-7,69997,-0.010000429
0,70052,0
0,70032,0
0,70014,0
0,70018,0
7,70049,0.011419436
-7,70001,-0.009999857
0,70044,0
1200,70038,1.714671767
-1200,70023,-1.713722634
0,70031,0
7,70009,0.011422045
-7,70049,-0.009993005
0,70026,0
7,70025,0.011423349
-7,69999,-0.010000143
16,70053,0.02285192
-16,70024,-0.022849309
0,70042,0
0,70005,0
0,70047,0
0,70010,0
0,70001,0
1182,70060,1.687189668
-1182,70006,-1.688426706
0,70055,0
0,70016,0
0,70017,0
0,70058,0
0,70022,0
0,70035,0
0,70020,0
0,70030,0
0,70011,0
0,70032,0
0,70035,0
0,70010,0
0,70041,0
1197,70055,1.708974615
-1197,70007,-1.709829017
0,70054,0
0,70017,0
0,70020,0
0,70049,0
0,69984,0
0,70037,0
0,70056,0
0,70029,0
0,70021,0
0,70006,0
0,70042,0
0,70029,0
0,70008,0
1204,70043,1.71967121
-1204,70026,-1.71936138
0,70005,0
0,70057,0
7,70024,0.011423349
-7,69997,-0.010000429
0,70037,0
0,70055,0
0,70033,0
0,70012,0
0,70039,0
0,70003,0
0,70051,0
0,70036,0
0,70000,0
1210,70036,1.728856965
-1210,70056,-1.727189677
0,70026,0
0,70002,0
0,70054,0
0,70035,0
0,70029,0
0,70027,0
0,70006,0
0,70019,0
0,70039,0
0,70013,0
8,70054,0.011424654
-8,70017,-0.011425797
0,70005,0
1197,70017,1.71030516
-1197,70060,-1.708535541
0,69993,0
0,70067,0
0,70002,0
0,70057,0
0,70032,0
0,70007,0
0,70051,0
0,70019,0
0,70037,0
