Lost,Total Datagrams,Loss Rate (%)
6126,70045,8.746761519597726
3519,70001,5.027071041842259
3569,70042,5.095514120099369
3538,70023,5.052625565885495
3464,70020,4.947157954870037
3508,70020,5.009997143673236
3583,70034,5.1160864722848896
3486,70061,4.9756640641726495
3448,70007,4.925221763537932
3515,70031,5.019205780297297
3533,70038,5.044404466146949
3488,70028,4.980864796938367
3455,70021,4.934234015509633
3511,70013,5.014782968877209
3548,70045,5.065315154543508
5709,70007,8.155698711788439
3516,70046,5.0195585757930505
3528,70031,5.037768988019591
3488,70030,4.980722547479652
3546,70014,5.064701345445196
3563,70030,5.087819505926032
3481,70041,4.969946174383575
3493,70033,4.987648679908043
3546,70022,5.064122704292936
3527,70035,5.036053401870493
3524,69999,5.034357633680481
3571,70047,5.09800562479478
3516,70028,5.0208488033358085
3527,70013,5.037635867624584
3519,70028,5.025132804021249
5846,70055,8.346150022756957
3591,70022,5.128388220844878
3464,70032,4.946310258167695
3500,69985,5.001071658212474
3526,70022,5.035560252492074
3579,70060,5.10847844704539
3452,70030,4.929316007425389
3525,70046,5.032407275219142
3522,70017,5.030206949740777
3579,70034,5.110374960733358
3466,70002,4.951287106082684
3439,70050,4.909350463954318
3448,70009,4.925081061006442
3550,70054,5.067519342221714
3492,70002,4.98842890203137
5755,70024,8.21904584356253
3447,70033,4.921965359187812
3415,70048,4.8752284148012786
3536,69998,5.051572902082917
3500,70042,4.997001798920648
3529,70017,5.0402045217590015
4095,70048,5.845991320237552
3611,70017,5.157318936829627
3441,70029,4.913678618857902
3565,70043,5.089730594063647
3575,70003,5.106923988971901
3481,70021,4.971365733137201
3779,70025,5.396644055694395
3454,70047,4.930974916841549
3448,70046,4.922479513462582
6189,70008,8.840462894212102
3464,70041,4.9456746762610475
3556,70008,5.079419494914867
3484,70052,4.973448295551876
3448,70008,4.925151411267284
3481,70041,4.969946174383575
3453,70037,4.930251152962006
3445,69996,4.921709811989256
3530,70036,5.040265006568051
3545,70033,5.061899390287436
3538,70044,5.051110730398036
3516,70002,5.0227136367532355
3553,70020,5.074264495858326
3524,70051,5.03062054788654
3522,70038,5.028698706416517
5508,70021,7.866430412664823
3560,70032,5.083390450079964
3499,70026,4.996715505669322
3545,70037,5.061610291702958
3454,70021,4.932805872523957
3580,70022,5.112678872354403
3599,70040,5.138492290119932
3498,70007,4.9966431928235755
3534,70049,5.04503990064098
3593,70014,5.131830776701802
3505,70034,5.004711997030014
3433,70017,4.903094962651927
3502,70036,5.000285567422468
3503,70044,5.001142139226772
3585,70014,5.120404490530466
5937,70018,8.48007356949082
3554,70029,5.075040340430393
3404,70022,4.861329296506812
3676,70036,5.248729224970015
3546,70022,5.064122704292936
3465,70054,4.946184372055843
3483,70011,4.974932510605477
3472,70041,4.9570965577304715
3462,70013,4.944795966463371
3573,70049,5.100715213636169
3523,69998,5.033000942884082
3514,70048,5.016560073092736
3518,70037,5.023059240115939
3432,70015,4.901806755695208
3521,70021,5.02849145256423
6062,70041,8.655465577770613
3408,70021,4.867111295182873
3568,70029,5.095032058147339
3499,70010,4.997857448935866
3585,70043,5.11828448238939
3421,70036,4.884630761322748
3457,70041,4.935680529975301
3357,70003,4.795508763910118
3538,70028,5.052264808362369
3548,70035,5.066038409366745
3545,70036,5.061682563253185
3419,70002,4.884146167252364
3512,70059,5.0129176836666245
3501,70022,4.999857187740996
3466,70029,4.94937811478102
5866,70010,8.379124972013457
3431,70046,4.898209747879965
3536,69990,5.052150307186741
3466,70048,4.948035632709
3349,70042,4.7814168641672135
3508,70022,5.009854045871298
3596,70012,5.136262355024853
3463,70052,4.943470564723349
3583,70019,5.117182479041403
3568,70018,5.095832500214231
3548,70041,5.06560443169001
3475,70045,4.96109643800414
3553,69999,5.075786796954242
3552,70040,5.071387778412336
3571,70030,5.099243181493645
5993,70011,8.561300601743277
3607,70032,5.150502627370345
3558,70020,5.081405312767781
3532,70044,5.042544686197247
3411,70013,4.871952351706112
3459,70012,4.940581614580357
3506,70071,5.003496453597066
3432,70026,4.9010367577756835
3467,70015,4.95179604370492
3563,70022,5.0884007883236695
4312,70006,6.159472045253264
3425,70074,4.887690156120673
3518,69994,5.026145098151271
3490,70045,4.982511242772503
3515,70048,5.017987665600731
5977,70034,8.53539360904557
3491,70003,4.986929131608645
5634,70042,8.043745181462551
3479,70018,4.9687223285440885
7888,70029,11.263904953662054
4424,69898,6.3292225814758645
6878,70165,9.80260813796052
3522,69988,5.032291249928559
3518,70063,5.021195210025263
4166,70006,5.950918492700626
5551,69581,7.977752547390811
5302,70501,7.520460702685068
3445,70002,4.921287963201052
3422,70060,4.884384813017414
3522,70005,5.03106920934219
5567,70038,7.94876691034046
3462,70039,4.9429603506617745
3525,69998,5.035858167376211
3435,70037,4.904550451903993
3588,70017,5.124469771626891
3459,70033,4.939100138506133
3554,70034,5.074678013536282
3455,70047,4.932402529730038
3594,69996,5.134579118806789
3506,70035,5.006068394374241
3493,70017,4.988788437093849
3469,70034,4.953308393066225
3498,70033,4.994788171290677
3558,70052,5.079084108947638
3576,70026,5.106674663696341
6268,69999,8.954659904040952
3519,70028,5.025132804021249
3563,70037,5.087310992760969
3478,70021,4.967081304180175
3550,70042,5.0683875389052275
3571,70023,5.099752938320266
3521,70023,5.028347828570612
3525,70014,5.034707344245437
3482,70065,4.969671019767359
3437,69983,4.91119271823157
3491,70058,4.983014074052928
3474,70032,4.960589444825223
3533,70022,5.045557110622376
3489,70018,4.983004370304779
3532,70053,5.041896849528214
6253,70015,8.93133921966756
3501,70022,4.999857187740996
3551,69999,5.0729296132801895
3503,70049,5.000785164670445
3450,70031,4.926389741685825
3472,70025,4.958229203855765
3581,70041,5.112719692751389
3567,70027,5.093749553743556
3473,70040,4.958595088520845
3508,70023,5.009782500035702
3549,70040,5.067104511707596
3556,69988,5.08087100645825
3512,70065,5.0124884036252055
3528,70023,5.0383445439355645
3427,70012,4.894875164257556
5864,70017,8.375541649750723
3526,70023,5.035488339545577
3497,70012,4.994858024338685
3500,70046,4.996716443479999
3407,70046,4.863946549410388
3403,70017,4.860248225430967
3530,70022,5.041272742852247
3555,70019,5.077193333238121
3417,70058,4.877387307659368
3421,70021,4.8856771539966575
3601,70010,5.143550921296958
3458,70016,4.938871115173674
3583,70055,5.114552851331097
3454,70057,4.930271064989937
3515,69976,5.023150794558134
6039,70050,8.62116635704786
3525,70031,5.0334851708529085
3455,70033,4.9333885454000255
3550,70043,5.06831517781934
3421,70019,4.885816706893843
3573,70028,5.102244816359171
3578,70036,5.108801187960477
3463,70011,4.946365571124538
3568,70007,5.096633193823475
3450,70044,4.9254754154531435
3529,70045,5.038189735170247
3474,70029,4.960801953476417
3453,70028,4.930884788941566
3530,70009,5.042208858861003
3515,70055,5.01748626079509
6185,70021,8.834390881707787
3531,70011,5.043493165359729
3489,70025,4.982506247768654
3588,70059,5.1213976790990445
3516,70015,5.021781046918517
3520,70032,5.026273703449852
3487,70020,4.9800057126535275
3436,70007,4.908080620509377
3537,70044,5.049683056364571
3504,70024,5.0039986290414715
3864,70012,5.519053876478318
3445,70061,4.917143631977848
3485,70033,4.9762254936958294
3511,70024,5.01399520164515
3513,70013,5.017639581220631
6121,70027,8.742260793444945
3573,70034,5.1018076934060606
3585,70032,5.119088416723783
3511,70019,5.014353246975821
3522,70041,5.028483316914379
3504,70021,5.004213021807743
3443,69998,4.918711963198948
3488,70065,4.978234496538928
3527,70015,5.037491966007284
3514,70012,5.019139576072673
3448,70048,4.922338967565098
3636,70027,5.192282976566181
3361,70036,4.798960534582215
3488,70008,4.982287738544167
3535,70030,5.047836641439383
6179,70052,8.821257941125006
3573,70014,5.10326506127346
3404,70051,4.859316783486317
3508,69975,5.013219006788139
3605,70020,5.148528991716653
3489,70044,4.981154702758266
3424,70040,4.888635065676756
3459,69992,4.941993370670934
3549,70063,5.065441103007293
3514,70036,5.017419612770575
3411,70032,4.870630568882796
3552,70038,5.071532596590423
3411,70012,4.872021939096155
3465,70029,4.947950134944095
3460,70026,4.941021906149145
5833,70060,8.326702726082507
3573,70001,5.104212796960043
3446,70007,4.922364906366506
3581,70027,5.113741842432205
3542,70036,5.057399051916158
3621,70048,5.16931247144815
3565,70004,5.092566139077767
3585,70053,5.1175538520834225
3583,70018,5.117255562855266
3540,70027,5.055192996986876
3478,70040,4.965733866362078
3558,70015,5.081768192530172
3542,70031,5.057760134797447
3435,70031,4.9049706558524075
3470,70015,4.956080839820038
6271,70028,8.955032412582066
3582,70054,5.113198389813572
3520,70008,5.027996800365672
3603,70030,5.144937883764101
3545,70044,5.061104448632289
3437,69992,4.9105612069950855
3475,70036,4.961733965389229
3623,70063,5.171060331416012
3388,69995,4.840345738981356
3516,70048,5.019415258108725
3426,70029,4.892258921304031
3427,70028,4.893756783001085
3457,70029,4.936526296248697
3520,70002,5.02842775920688
3631,70025,5.185290967511603
6120,70061,8.735449361209081
3531,69999,5.044357776539664
3573,70029,5.102171957331962
3613,70034,5.158922808921381
3532,70052,5.041968823159938
3451,70022,4.928451058238839
3566,70025,5.0924669760799715
3514,70027,5.018064460850815
3357,70007,4.795234762238062
3455,70071,4.93071313382141
3443,69998,4.918711963198948
3483,70009,4.975074633261438
3463,70056,4.9431883064976585
3496,70009,4.993643674384722
3473,70045,4.958241130701692
5971,70007,8.529153863690343
3493,70030,4.98786234470941
3541,70060,5.0542392235226945
3549,70026,5.068117556336218
3551,70013,5.071915215745648
3474,70034,4.96044778250564
3536,70034,5.048976211554388
3494,70014,4.990430485331506
3475,70016,4.963151279707496
3465,70046,4.946749279045199
3547,70003,5.066925703184149
3412,70056,4.870389402763504
3561,70009,5.086488880001143
3515,70026,5.019564161882729
3595,70045,5.132414876151046
6107,70005,8.724733059322263
3518,70059,5.021481893832341
3602,70016,5.144538391224863
3465,70036,4.947455594265806
3367,70016,4.808900822669104
3571,70004,5.101137077881264
3547,70079,5.0614306710997585
3571,69985,5.102521968993356
3520,70058,5.024408347369323
3546,70024,5.063978064663544
3538,70021,5.0527698833207175
3568,70032,5.094813799405986
3454,70019,4.932946771590569
3541,70048,5.0551050708085885
3448,69993,4.926206906404927
6024,70055,8.600131320851625
3502,70023,5.001213886865744
3436,70025,4.906818993216708
3583,70022,5.116963240124532
3505,70034,5.004711997030014
3338,70031,4.766460567462981
3417,70037,4.878849750845982
3478,70015,4.967506962793687
3491,70036,4.9845793591867045
3541,70014,5.057559916588111
8016,70023,11.44766719506448
3430,70041,4.89713168001599
3530,70044,5.0396893381303185
3509,70008,5.01228431036453
3695,70045,5.275180241273468
5658,70021,8.08110106121856
3523,70045,5.029623813262902
3481,70007,4.972359906866456
3581,70029,5.11359579602736
3497,70030,4.993574182493217
3441,70014,4.914731339446397
3627,70050,5.177730192719486
3505,70017,5.005927131982233
3573,70019,5.102900641254517
3589,70035,5.124580566859428
3395,70012,4.849168713934754
3559,70029,5.082180239615017
3522,70018,5.030135108115056
3493,70057,4.985940020269209
3602,70019,5.144317970836488
6036,70025,8.620693583979456
3551,70028,5.07082881133261
3568,70047,5.093722786129313
3533,70033,5.044764610969114
3595,70002,5.135567555212709
3451,70018,4.928732611614156
3449,70044,4.924047741419679
3501,70036,4.998857730310126
3384,70015,4.8332500178533175
3496,70045,4.991077164679849
3571,69990,5.102157451064438
3439,70051,4.909280381436383
3408,70015,4.8675283867742625
3468,70045,4.951102862445571
3451,70028,4.928028788484607
5990,70043,8.553120697245514
3547,69995,5.0675048217729834
3466,70073,4.9462703180968415
3482,69987,4.975209681798049
3572,70021,5.101326744833693
3545,70035,5.061754836867281
3424,70032,4.8891935115375835
3626,70036,5.177337369352904
3545,70055,5.060309756619798
3569,70009,5.097915982230856
3542,70009,5.059349512205573
3461,70013,4.94336766029166
3433,70061,4.90001570060376
3519,70038,5.024415317399126
3557,70029,5.079324279941167
6005,70020,8.576416302298382
3509,70014,5.011854771902762
3535,70037,5.047332124448506
7612,69823,10.901851825329762
4739,70240,6.746867881548975
3495,70034,4.990433218151184
3637,70021,5.194156038902615
3537,70034,5.050404089442271
3559,70017,5.083051258979962
3498,70042,4.994146369321265
3415,69999,4.878641123444621
3556,70055,5.076011705088859
3467,70018,4.9515838784312605
3611,70012,5.157687253613666
3476,70051,4.962099042126451
6303,70040,9.00048934695868
3320,70001,4.742789388723018
3472,70023,4.958370821015952
3449,70039,4.924399263267608
3494,70037,4.988791638705256
3407,70035,4.864710501891912
3501,70011,5.000642756138321
3391,70039,4.841588257970559
3505,70006,5.006713710253407
3625,70026,5.176648673349899
3551,70057,5.068729748633256
3460,70012,4.9420099411529455
3490,70032,4.983436143477268
3578,70030,5.109238897615308
3571,70008,5.100845617643698
6010,70050,8.580401709033367
3541,70017,5.057343216647386
3654,70015,5.218881668213954
3549,70043,5.066887483403052
3406,70035,4.86328264439209
3503,70040,5.001427755568247
3541,70020,5.057126535275636
3490,70025,4.983934309175295
3510,70010,5.013569490072847
3492,70017,4.987360212519817
3580,70047,5.110854140791183
3443,70025,4.916815423063191
5937,70026,8.47827949618713
3496,70041,4.991362202138747
3537,70038,5.05011565150347
5868,70006,8.383224564556919
3428,70051,4.893577536366362
3573,70002,5.104139881717665
3594,70026,5.132379401936424
3483,70031,4.973511730519341
3498,70045,4.993932471982297
3595,70013,5.13476068730093
3628,70035,5.180267009352467
3491,70049,4.983654299133463
3580,70023,5.112605858075204
3491,70003,4.986929131608645
3428,70005,4.896793086208128
3416,70056,4.876099120703437
3540,70013,5.0562038478568265
3465,70049,4.9465374238033375
5752,70039,8.21276475416035
7688,70003,10.982386469151322
10292,69829,14.738862077360409
5464,70238,7.779264785443776
3530,70024,5.041128755855135
3570,70028,5.097960815673731
3449,70034,4.924750835308565
3460,70013,4.941939354119949
3419,70043,4.881287209285724
3408,70029,4.866555284239387
3506,70034,5.0061398749178965
3570,69988,5.100874435617534
3435,70071,4.902170655478015
3484,70014,4.976147627617334
3508,70032,5.009138679460818
6184,70026,8.832352177388024
3493,70021,4.988503448965311
3502,70044,4.999714465193307
3435,70034,4.904760544878202
3494,69997,4.991642498964241
3526,70048,5.033691183188671
3472,70011,4.95922069389096
3608,70046,5.150900836593096
3571,69991,5.102084553728337
3519,70049,5.023626318719753
3445,70053,4.917705166088533
3412,70008,4.873728716718089
3466,70036,4.948883431378148
3537,70010,5.052135409227254
3471,70033,4.956234917824454
6029,70048,8.607993442158765
3426,70027,4.892398646236452
3502,70021,5.001356735836391
3547,70034,5.064682868321102
3539,70019,5.054342392779103
3504,70020,5.004284490145673
3472,70021,4.95851244626612
3482,70040,4.971444888635065
3451,70039,4.927254815174402
3475,70009,4.963647531031724
3538,70041,5.051327079853229
3494,70022,4.989860329610694
3517,70030,5.022133371412252
3529,70038,5.038693280790428
3565,70032,5.0905300434087275
6206,70011,8.86440449637116
3525,70031,5.0334851708529085
3491,70008,4.986572963089932
3528,70029,5.037912864670351
3448,70050,4.9221984296930765
3524,70053,5.030476924614221
3814,69994,5.449038489013344
4336,70015,6.192958651717489
3503,70078,4.99871571677274
5731,69980,8.189482709345528
3520,70046,5.025269108871313
3552,70025,5.072474116387005
3425,70052,4.889225147033632
3465,70022,4.948444774499443
3496,70018,4.993001799537262
5839,70026,8.339251923522905
3480,70021,4.969937590151527
3551,70038,5.070104800251292
3578,70021,5.109895602747748
3541,70041,5.0556102854042635
3601,69993,5.144800194305145
3530,70047,5.039473496366726
3458,70025,4.9382363441627986
3512,70021,5.01563816569315
3427,70046,4.892499214801702
3478,70021,4.967081304180175
3481,70029,4.97079781233489
3381,70038,4.827379422599161
3540,69996,5.057431853248757
3430,70024,4.898320575802582
6211,70055,8.866466204223983
3532,70037,5.04304867427217
3521,70012,5.029137862080786
3445,70027,4.919531038028189
3594,70050,5.130620985010706
3531,70000,5.0442857142857145
3554,70038,5.074388189268682
3503,70041,5.001356348424494
3402,70016,4.858889396709324
3368,70035,4.809024059398872
3518,70016,5.024565813528337
3515,70025,5.019635844341306
3357,70052,4.792154399588878
3489,70007,4.983787335552159
3513,70053,5.01477452785748
6023,69977,8.608510598730687
3563,70080,5.084189497716895
3480,70021,4.969937590151527
3483,70005,4.975358902935505
3466,70028,4.949448791911807
3461,70045,4.941109286887001
3560,70005,5.085351046353832
3516,70022,5.0212790265916425
3514,70048,5.016560073092736
3483,70001,4.975643205097071
3463,70050,4.94361170592434
3534,70014,5.047561916188191
3410,70065,4.866909298508528
3518,70020,5.024278777492145
3470,70041,4.9542410873631155
5855,69996,8.365963458430087
3379,70046,4.823972817862548
3451,70031,4.927817680741386
3500,69993,5.000500050005
3471,70043,4.955527318932655
3519,70011,5.026353001671166
3493,70034,4.987577462375418
3482,70043,4.971231957511814
3627,70026,5.179504755376574
3572,70043,5.099724454977657
